# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1.5299999999999953e-06	0.0021884043	0.00091916224	0.8826977	0	0	0.15500008
1.5399999999999952e-06	0.001689865	-0.0011274314	0.88237256	0	0	0.15999994
1.5499999999999951e-06	-0.0010187512	0.00016418089	0.88293976	0	0	0.16499998
1.559999999999995e-06	-0.0025998924	-0.00086687616	0.8828988	0	0	0.17000006
1.569999999999995e-06	0.0025147242	0.0030748392	0.88319486	0	0	0.17500007
1.5799999999999948e-06	-8.3142495e-06	0.0025808357	0.8835555	0	0	0.18000002
1.5899999999999947e-06	-0.0029236097	-0.0026064725	0.8834917	0	0	0.18500006
1.5999999999999946e-06	0.00049339636	-0.004183296	0.88367784	0	0	0.18999994
1.6099999999999945e-06	0.0029001662	0.00021115837	0.88362473	0	0	0.19499996
1.6199999999999944e-06	0.0012566963	-0.0004412758	0.8835723	0	0	0.19999991
